ID,READING_DATETIME,CALENDAR_KEY,EVENT_KEY,GENERAL_SUPPLY_KWH,CONTROLLED_LOAD_KWH,GROSS_GENERATION_KWH,NET_GENERATION_KWH,OTHER_KWH
10006414,2013-06-16 00:00:00,294343,0,0.369,0,0,0,0
10006414,2013-06-16 00:30:00,294346,0,0.288,0,0,0,0
10006414,2013-06-16 01:00:00,294349,0,0.358,0,0,0,0
10006414,2013-06-16 01:30:00,294352,0,0.343,0,0,0,0
10006414,2013-06-16 02:00:00,294355,0,0.233,0,0,0,0
10006414,2013-06-16 02:30:00,294358,0,0.148,0,0,0,0
10006414,2013-06-16 03:00:00,294361,0,0.147,0,0,0,0
10006414,2013-06-16 03:30:00,294364,0,0.15,0,0,0,0
10006414,2013-06-16 04:00:00,294367,0,0.145,0,0,0,0
10006414,2013-06-16 04:30:00,294370,0,0.142,0,0,0,0
10006414,2013-06-16 05:00:00,294373,0,0.122,0,0,0,0
10006414,2013-06-16 05:30:00,294376,0,0.11,0,0,0,0
10006414,2013-06-16 06:00:00,294379,0,0.32,0,0,0,0
10006414,2013-06-16 06:30:00,294382,0,0.183,0,0,0,0
10006414,2013-06-16 07:00:00,294385,0,0.32,0,0,0,0
10006414,2013-06-16 07:30:00,294388,0,0.385,0,0,0,0
10006414,2013-06-16 08:00:00,294391,0,0.309,0,0,0,0
10006414,2013-06-16 08:30:00,294394,0,0.256,0,0,0,0
10006414,2013-06-16 09:00:00,294397,0,0.297,0,0,0,0
10006414,2013-06-16 09:30:00,294400,0,0.318,0,0,0,0
10006414,2013-06-16 10:00:00,294403,0,0.186,0,0,0,0
10006414,2013-06-16 10:30:00,294406,0,0.067,0,0,0,0
10006414,2013-06-16 11:00:00,294409,0,0.048,0,0,0,0
10006414,2013-06-16 11:30:00,294412,0,0.047,0,0,0,0
10006414,2013-06-16 12:00:00,294415,0,0.048,0,0,0,0
10006414,2013-06-16 12:30:00,294418,0,0.046,0,0,0,0
10006414,2013-06-16 13:00:00,294421,0,0.043,0,0,0,0
10006414,2013-06-16 13:30:00,294424,0,0.044,0,0,0,0
10006414,2013-06-16 14:00:00,294427,0,0.048,0,0,0,0
10006414,2013-06-16 14:30:00,294430,0,0.048,0,0,0,0
10006414,2013-06-16 15:00:00,294433,0,0.126,0,0,0,0
10006414,2013-06-16 15:30:00,294436,0,0.124,0,0,0,0
10006414,2013-06-16 16:00:00,294439,0,0.194,0,0,0,0
10006414,2013-06-16 16:30:00,294442,0,0.185,0,0,0,0
10006414,2013-06-16 17:00:00,294445,0,0.252,0,0,0,0
10006414,2013-06-16 17:30:00,294448,0,0.707,0,0,0,0
10006414,2013-06-16 18:00:00,294451,0,0.568,0,0,0,0
10006414,2013-06-16 18:30:00,294454,0,0.403,0,0,0,0
10006414,2013-06-16 19:00:00,294457,0,0.654,0,0,0,0
10006414,2013-06-16 19:30:00,294460,0,0.63,0,0,0,0
10006414,2013-06-16 20:00:00,294805,0,0.724,0,0,0,0
10006414,2013-06-16 20:30:00,294808,0,1.182,0,0,0,0
10006414,2013-06-16 21:00:00,294811,0,1.332,0,0,0,0
10006414,2013-06-16 21:30:00,294814,0,1.015,0,0,0,0
10006414,2013-06-16 22:00:00,294817,0,0.708,0,0,0,0
10006414,2013-06-16 22:30:00,294820,0,0.701,0,0,0,0
10006414,2013-06-16 23:00:00,294823,0,0.703,0,0,0,0
10006414,2013-06-16 23:30:00,294826,0,0.739,0,0,0,0
10006414,2013-06-17 00:00:00,294829,0,0.741,0,0,0,0
10006414,2013-06-17 00:30:00,294832,0,0.676,0,0,0,0
10006414,2013-06-17 01:00:00,294835,0,0.785,0,0,0,0
10006414,2013-06-17 01:30:00,294838,0,0.393,0,0,0,0
10006414,2013-06-17 02:00:00,294841,0,0.327,0,0,0,0
10006414,2013-06-17 02:30:00,294844,0,0.239,0,0,0,0
10006414,2013-06-17 03:00:00,294847,0,0.349,0,0,0,0
10006414,2013-06-17 03:30:00,294850,0,0.251,0,0,0,0
10006414,2013-06-17 04:00:00,294853,0,0.287,0,0,0,0
10006414,2013-06-17 04:30:00,294856,0,0.344,0,0,0,0
10006414,2013-06-17 05:00:00,294859,0,0.201,0,0,0,0
10006414,2013-06-17 05:30:00,294862,0,0.339,0,0,0,0
10006414,2013-06-17 06:00:00,294865,0,0.195,0,0,0,0
10006414,2013-06-17 06:30:00,294868,0,0.323,0,0,0,0
10006414,2013-06-17 07:00:00,294871,0,0.23,0,0,0,0
10006414,2013-06-17 07:30:00,294874,0,0.207,0,0,0,0
10006414,2013-06-17 08:00:00,294877,0,0.136,0,0,0,0
10006414,2013-06-17 08:30:00,294880,0,0.194,0,0,0,0
10006414,2013-06-17 09:00:00,294883,0,0.048,0,0,0,0
10006414,2013-06-17 09:30:00,294886,0,0.055,0,0,0,0
10006414,2013-06-17 10:00:00,294889,0,0.044,0,0,0,0
10006414,2013-06-17 10:30:00,294892,0,0.041,0,0,0,0
10006414,2013-06-17 11:00:00,294895,0,0.047,0,0,0,0
10006414,2013-06-17 11:30:00,294898,0,0.113,0,0,0,0
10006414,2013-06-17 12:00:00,294901,0,0.068,0,0,0,0
10006414,2013-06-17 12:30:00,294904,0,0.062,0,0,0,0
10006414,2013-06-17 13:00:00,294907,0,0.045,0,0,0,0
10006414,2013-06-17 13:30:00,294910,0,0.082,0,0,0,0
10006414,2013-06-17 14:00:00,294913,0,0.049,0,0,0,0
10006414,2013-06-17 14:30:00,294916,0,0.047,0,0,0,0
10006414,2013-06-17 15:00:00,294919,0,0.04,0,0,0,0
10006414,2013-06-17 15:30:00,294922,0,0.048,0,0,0,0
10006414,2013-06-17 16:00:00,294925,0,0.129,0,0,0,0
10006414,2013-06-17 16:30:00,294928,0,0.198,0,0,0,0
10006414,2013-06-17 17:00:00,294931,0,0.195,0,0,0,0
10006414,2013-06-17 17:30:00,294934,0,0.093,0,0,0,0
10006414,2013-06-17 18:00:00,294937,0,0.071,0,0,0,0
10006414,2013-06-17 18:30:00,294940,0,0.526,0,0,0,0
10006414,2013-06-17 19:00:00,294943,0,1.409,0,0,0,0
10006414,2013-06-17 19:30:00,294946,0,0.398,0,0,0,0
10006414,2013-06-17 20:00:00,294949,0,0.539,0,0,0,0
10006414,2013-06-17 20:30:00,294952,0,0.39,0,0,0,0
10006414,2013-06-17 21:00:00,294955,0,0.518,0,0,0,0
10006414,2013-06-17 21:30:00,294958,0,0.639,0,0,0,0
10006414,2013-06-17 22:00:00,294961,0,0.401,0,0,0,0
10006414,2013-06-17 22:30:00,294964,0,0.593,0,0,0,0
10006414,2013-06-17 23:00:00,294967,0,0.484,0,0,0,0
10006414,2013-06-17 23:30:00,294970,0,0.645,0,0,0,0
10006414,2013-06-18 00:00:00,294973,0,0.557,0,0,0,0
10006414,2013-06-18 00:30:00,295318,0,0.459,0,0,0,0
10006414,2013-06-18 01:00:00,295321,0,0.529,0,0,0,0
10006414,2013-06-18 01:30:00,295324,0,0.465,0,0,0,0
10006414,2013-06-18 02:00:00,295327,0,0.358,0,0,0,0
10006414,2013-06-18 02:30:00,295330,0,0.406,0,0,0,0
10006414,2013-06-18 03:00:00,295333,0,0.466,0,0,0,0
10006414,2013-06-18 03:30:00,295336,0,0.575,0,0,0,0
10006414,2013-06-18 04:00:00,295339,0,0.412,0,0,0,0
10006414,2013-06-18 04:30:00,295342,0,0.521,0,0,0,0
10006414,2013-06-18 05:00:00,295345,0,0.53,0,0,0,0
10006414,2013-06-18 05:30:00,295348,0,0.427,0,0,0,0
10006414,2013-06-18 06:00:00,295351,0,0.535,0,0,0,0
10006414,2013-06-18 06:30:00,295354,0,0.524,0,0,0,0
10006414,2013-06-18 07:00:00,295357,0,0.622,0,0,0,0
10006414,2013-06-18 07:30:00,295360,0,0.197,0,0,0,0
10006414,2013-06-18 08:00:00,295363,0,0.327,0,0,0,0
10006414,2013-06-18 08:30:00,295366,0,0.244,0,0,0,0
10006414,2013-06-18 09:00:00,295369,0,0.285,0,0,0,0
10006414,2013-06-18 09:30:00,295372,0,0.191,0,0,0,0
10006414,2013-06-18 10:00:00,295375,0,0.067,0,0,0,0
10006414,2013-06-18 10:30:00,295378,0,0.06,0,0,0,0
10006414,2013-06-18 11:00:00,295381,0,0.054,0,0,0,0
10006414,2013-06-18 11:30:00,295384,0,0.053,0,0,0,0
10006414,2013-06-18 12:00:00,295387,0,0.045,0,0,0,0
10006414,2013-06-18 12:30:00,295390,0,0.052,0,0,0,0
10006414,2013-06-18 13:00:00,295393,0,0.05,0,0,0,0
10006414,2013-06-18 13:30:00,295396,0,0.071,0,0,0,0
10006414,2013-06-18 14:00:00,295399,0,0.07,0,0,0,0
10006414,2013-06-18 14:30:00,295402,0,0.143,0,0,0,0
10006414,2013-06-18 15:00:00,295405,0,0.063,0,0,0,0
10006414,2013-06-18 15:30:00,295408,0,0.085,0,0,0,0
10006414,2013-06-18 16:00:00,295411,0,0.087,0,0,0,0
10006414,2013-06-18 16:30:00,295414,0,0.08,0,0,0,0
10006414,2013-06-18 17:00:00,295417,0,0.316,0,0,0,0
10006414,2013-06-18 17:30:00,295420,0,0.085,0,0,0,0
10006414,2013-06-18 18:00:00,295423,0,0.069,0,0,0,0
10006414,2013-06-18 18:30:00,295426,0,0.067,0,0,0,0
10006414,2013-06-18 19:00:00,295429,0,0.064,0,0,0,0
10006414,2013-06-18 19:30:00,295432,0,0.075,0,0,0,0
10006414,2013-06-18 20:00:00,295435,0,0.621,0,0,0,0
10006414,2013-06-18 20:30:00,295438,0,0.538,0,0,0,0
10006414,2013-06-18 21:00:00,295441,0,0.549,0,0,0,0
10006414,2013-06-18 21:30:00,295444,0,0.592,0,0,0,0
10006414,2013-06-18 22:00:00,295447,0,0.591,0,0,0,0
10006414,2013-06-18 22:30:00,295450,0,0.595,0,0,0,0
10006414,2013-06-18 23:00:00,295453,0,0.483,0,0,0,0
10006414,2013-06-18 23:30:00,295456,0,0.455,0,0,0,0
10006414,2013-06-19 00:00:00,295459,0,0.592,0,0,0,0
10006414,2013-06-19 00:30:00,295462,0,0.533,0,0,0,0
10006414,2013-06-19 01:00:00,295465,0,0.548,0,0,0,0
10006414,2013-06-19 01:30:00,295468,0,0.44,0,0,0,0
10006414,2013-06-19 02:00:00,295471,0,0.447,0,0,0,0
10006414,2013-06-19 02:30:00,295474,0,0.509,0,0,0,0
10006414,2013-06-19 03:00:00,295477,0,0.386,0,0,0,0
10006414,2013-06-19 03:30:00,295480,0,0.286,0,0,0,0
10006414,2013-06-19 04:00:00,295483,0,0.28,0,0,0,0
10006414,2013-06-19 04:30:00,295486,0,0.353,0,0,0,0
10006414,2013-06-19 05:00:00,295831,0,0.33,0,0,0,0
10006414,2013-06-19 05:30:00,295834,0,0.251,0,0,0,0
10006414,2013-06-19 06:00:00,295837,0,0.314,0,0,0,0
10006414,2013-06-19 06:30:00,295840,0,0.203,0,0,0,0
10006414,2013-06-19 07:00:00,295843,0,0.305,0,0,0,0
10006414,2013-06-19 07:30:00,295846,0,0.36,0,0,0,0
10006414,2013-06-19 08:00:00,295849,0,0.176,0,0,0,0
10006414,2013-06-19 08:30:00,295852,0,0.115,0,0,0,0
10006414,2013-06-19 09:00:00,295855,0,0.133,0,0,0,0
10006414,2013-06-19 09:30:00,295858,0,0.132,0,0,0,0
10006414,2013-06-19 10:00:00,295861,0,0.145,0,0,0,0
10006414,2013-06-19 10:30:00,295864,0,0.081,0,0,0,0
10006414,2013-06-19 11:00:00,295867,0,0.047,0,0,0,0
10006414,2013-06-19 11:30:00,295870,0,0.039,0,0,0,0
10006414,2013-06-19 12:00:00,295873,0,0.049,0,0,0,0
10006414,2013-06-19 12:30:00,295876,0,0.14,0,0,0,0
10006414,2013-06-19 13:00:00,295879,0,0.199,0,0,0,0
10006414,2013-06-19 13:30:00,295882,0,0.88,0,0,0,0
10006414,2013-06-19 14:00:00,295885,0,0.717,0,0,0,0
10006414,2013-06-19 14:30:00,295888,0,0.678,0,0,0,0
10006414,2013-06-19 15:00:00,295891,0,0.677,0,0,0,0
10006414,2013-06-19 15:30:00,295894,0,0.667,0,0,0,0
10006414,2013-06-19 16:00:00,295897,0,0.892,0,0,0,0
10006414,2013-06-19 16:30:00,295900,0,1.074,0,0,0,0
10006414,2013-06-19 17:00:00,295903,0,0.256,0,0,0,0
10006414,2013-06-19 17:30:00,295906,0,0.307,0,0,0,0
10006414,2013-06-19 18:00:00,295909,0,0.304,0,0,0,0
10006414,2013-06-19 18:30:00,295912,0,0.329,0,0,0,0
10006414,2013-06-19 19:00:00,295915,0,0.368,0,0,0,0
10006414,2013-06-19 19:30:00,295918,0,0.543,0,0,0,0
10006414,2013-06-19 20:00:00,295921,0,0.645,0,0,0,0
10006414,2013-06-19 20:30:00,295924,0,0.655,0,0,0,0
10006414,2013-06-19 21:00:00,295927,0,0.691,0,0,0,0
10006414,2013-06-19 21:30:00,295930,0,1.07,0,0,0,0
10006414,2013-06-19 22:00:00,295933,0,0.921,0,0,0,0
10006414,2013-06-19 22:30:00,295936,0,0.814,0,0,0,0
10006414,2013-06-19 23:00:00,295939,0,0.799,0,0,0,0
10006414,2013-06-19 23:30:00,295942,0,0.695,0,0,0,0
10006414,2013-06-20 00:00:00,295945,0,0.702,0,0,0,0
10006414,2013-06-20 00:30:00,295948,0,0.675,0,0,0,0
10006414,2013-06-20 01:00:00,295951,0,0.649,0,0,0,0
10006414,2013-06-20 01:30:00,295954,0,0.643,0,0,0,0
10006414,2013-06-20 02:00:00,295957,0,0.636,0,0,0,0
10006414,2013-06-20 02:30:00,295960,0,0.645,0,0,0,0
10006414,2013-06-20 03:00:00,295963,0,0.637,0,0,0,0
10006414,2013-06-20 03:30:00,295966,0,0.648,0,0,0,0
10006414,2013-06-20 04:00:00,295969,0,0.648,0,0,0,0
10006414,2013-06-20 04:30:00,295972,0,0.642,0,0,0,0
10006414,2013-06-20 05:00:00,295975,0,0.631,0,0,0,0
10006414,2013-06-20 05:30:00,295978,0,0.628,0,0,0,0
10006414,2013-06-20 06:00:00,295981,0,0.637,0,0,0,0
10006414,2013-06-20 06:30:00,295984,0,0.633,0,0,0,0
10006414,2013-06-20 07:00:00,295987,0,0.509,0,0,0,0
10006414,2013-06-20 07:30:00,295990,0,0.218,0,0,0,0
10006414,2013-06-20 08:00:00,295993,0,0.15,0,0,0,0
10006414,2013-06-20 08:30:00,295996,0,0.119,0,0,0,0
10006414,2013-06-20 09:00:00,295999,0,0.081,0,0,0,0
10006414,2013-06-20 09:30:00,292924,0,0.046,0,0,0,0
10006414,2013-06-20 10:00:00,292927,0,0.046,0,0,0,0
10006414,2013-06-20 10:30:00,292930,0,0.038,0,0,0,0
10006414,2013-06-20 11:00:00,292933,0,0.046,0,0,0,0
10006414,2013-06-20 11:30:00,292936,0,0.046,0,0,0,0
10006414,2013-06-20 12:00:00,292939,0,0.048,0,0,0,0
10006414,2013-06-20 12:30:00,292942,0,0.038,0,0,0,0
10006414,2013-06-20 13:00:00,292945,0,0.047,0,0,0,0
10006414,2013-06-20 13:30:00,292948,0,0.047,0,0,0,0
10006414,2013-06-20 14:00:00,292951,0,0.047,0,0,0,0
10006414,2013-06-20 14:30:00,292954,0,0.044,0,0,0,0
10006414,2013-06-20 15:00:00,292957,0,0.05,0,0,0,0
10006414,2013-06-20 15:30:00,292960,0,0.056,0,0,0,0
10006414,2013-06-20 16:00:00,292963,0,0.054,0,0,0,0
10006414,2013-06-20 16:30:00,292966,0,0.059,0,0,0,0
10006414,2013-06-20 17:00:00,292969,0,0.251,0,0,0,0
10006414,2013-06-20 17:30:00,292972,0,0.87,0,0,0,0
10006414,2013-06-20 18:00:00,292975,0,0.853,0,0,0,0
10006414,2013-06-20 18:30:00,292978,0,0.93,0,0,0,0
10006414,2013-06-20 19:00:00,292981,0,0.79,0,0,0,0
10006414,2013-06-20 19:30:00,292984,0,1.486,0,0,0,0
10006414,2013-06-20 20:00:00,292987,0,1.307,0,0,0,0
10006414,2013-06-20 20:30:00,292990,0,0.839,0,0,0,0
10006414,2013-06-20 21:00:00,292993,0,0.811,0,0,0,0
10006414,2013-06-20 21:30:00,292996,0,0.808,0,0,0,0
10006414,2013-06-20 22:00:00,292999,0,0.824,0,0,0,0
10006414,2013-06-20 22:30:00,293002,0,0.866,0,0,0,0
10006414,2013-06-20 23:00:00,293005,0,0.841,0,0,0,0
10006414,2013-06-20 23:30:00,293008,0,0.85,0,0,0,0
10006414,2013-06-21 00:00:00,293011,0,0.796,0,0,0,0
10006414,2013-06-21 00:30:00,293014,0,0.368,0,0,0,0
10006414,2013-06-21 01:00:00,293017,0,0.507,0,0,0,0
10006414,2013-06-21 01:30:00,293020,0,0.409,0,0,0,0
10006414,2013-06-21 02:00:00,293023,0,0.402,0,0,0,0
10006414,2013-06-21 02:30:00,293026,0,0.452,0,0,0,0
10006414,2013-06-21 03:00:00,293029,0,0.351,0,0,0,0
10006414,2013-06-21 03:30:00,293032,0,0.383,0,0,0,0
10006414,2013-06-21 04:00:00,293035,0,0.46,0,0,0,0
10006414,2013-06-21 04:30:00,293038,0,0.361,0,0,0,0
10006414,2013-06-21 05:00:00,293041,0,0.349,0,0,0,0
10006414,2013-06-21 05:30:00,293044,0,0.469,0,0,0,0
10006414,2013-06-21 06:00:00,293047,0,0.378,0,0,0,0
10006414,2013-06-21 06:30:00,293050,0,0.352,0,0,0,0
10006414,2013-06-21 07:00:00,293053,0,0.457,0,0,0,0
10006414,2013-06-21 07:30:00,293056,0,0.796,0,0,0,0
10006414,2013-06-21 08:00:00,293059,0,0.519,0,0,0,0
10006414,2013-06-21 08:30:00,293062,0,0.261,0,0,0,0
10006414,2013-06-21 09:00:00,293065,0,0.046,0,0,0,0
10006414,2013-06-21 09:30:00,293068,0,0.046,0,0,0,0
10006414,2013-06-21 10:00:00,293071,0,0.044,0,0,0,0
10006414,2013-06-21 10:30:00,293074,0,0.037,0,0,0,0
10006414,2013-06-21 11:00:00,293077,0,0.046,0,0,0,0
10006414,2013-06-21 11:30:00,293080,0,0.041,0,0,0,0
10006414,2013-06-21 12:00:00,293083,0,0.06,0,0,0,0
10006414,2013-06-21 12:30:00,293086,0,0.14,0,0,0,0
10006414,2013-06-21 13:00:00,293089,0,0.118,0,0,0,0
10006414,2013-06-21 13:30:00,293092,0,0.094,0,0,0,0
10006414,2013-06-21 14:00:00,293437,0,0.086,0,0,0,0
10006414,2013-06-21 14:30:00,293440,0,0.093,0,0,0,0
10006414,2013-06-21 15:00:00,293443,0,0.186,0,0,0,0
10006414,2013-06-21 15:30:00,293446,0,0.218,0,0,0,0
10006414,2013-06-21 16:00:00,293449,0,0.043,0,0,0,0
10006414,2013-06-21 16:30:00,293452,0,0.039,0,0,0,0
10006414,2013-06-21 17:00:00,293455,0,0.036,0,0,0,0
10006414,2013-06-21 17:30:00,293458,0,0.043,0,0,0,0
10006414,2013-06-21 18:00:00,293461,0,0.49,0,0,0,0
10006414,2013-06-21 18:30:00,293464,0,0.965,0,0,0,0
10006414,2013-06-21 19:00:00,293467,0,0.989,0,0,0,0
10006414,2013-06-21 19:30:00,293470,0,0.646,0,0,0,0
10006414,2013-06-21 20:00:00,293473,0,0.44,0,0,0,0
10006414,2013-06-21 20:30:00,293476,0,0.541,0,0,0,0
10006414,2013-06-21 21:00:00,293479,0,0.727,0,0,0,0
10006414,2013-06-21 21:30:00,293482,0,0.82,0,0,0,0
10006414,2013-06-21 22:00:00,293485,0,0.569,0,0,0,0
10006414,2013-06-21 22:30:00,293488,0,0.685,0,0,0,0
10006414,2013-06-21 23:00:00,293491,0,1.224,0,0,0,0
10006414,2013-06-21 23:30:00,293494,0,1.069,0,0,0,0
10006414,2013-06-22 00:00:00,293497,0,0.67,0,0,0,0
10006414,2013-06-22 00:30:00,293500,0,0.139,0,0,0,0
10006414,2013-06-22 01:00:00,293503,0,0.159,0,0,0,0
10006414,2013-06-22 01:30:00,293506,0,0.152,0,0,0,0
10006414,2013-06-22 02:00:00,293509,0,0.154,0,0,0,0
10006414,2013-06-22 02:30:00,293512,0,0.145,0,0,0,0
10006414,2013-06-22 03:00:00,293515,0,0.154,0,0,0,0
10006414,2013-06-22 03:30:00,293518,0,0.152,0,0,0,0
10006414,2013-06-22 04:00:00,293521,0,0.144,0,0,0,0
10006414,2013-06-22 04:30:00,293524,0,0.152,0,0,0,0
10006414,2013-06-22 05:00:00,293527,0,0.179,0,0,0,0
10006414,2013-06-22 05:30:00,293530,0,0.223,0,0,0,0
10006414,2013-06-22 06:00:00,293533,0,0.157,0,0,0,0
10006414,2013-06-22 06:30:00,293536,0,0.144,0,0,0,0
10006414,2013-06-22 07:00:00,293539,0,0.193,0,0,0,0
10006414,2013-06-22 07:30:00,293542,0,0.203,0,0,0,0
10006414,2013-06-22 08:00:00,293545,0,0.465,0,0,0,0
10006414,2013-06-22 08:30:00,293548,0,0.236,0,0,0,0
10006414,2013-06-22 09:00:00,293551,0,0.149,0,0,0,0
10006414,2013-06-22 09:30:00,293554,0,0.04,0,0,0,0
10006414,2013-06-22 10:00:00,293557,0,0.048,0,0,0,0
10006414,2013-06-22 10:30:00,293560,0,0.05,0,0,0,0
10006414,2013-06-22 11:00:00,293563,0,0.12,0,0,0,0
10006414,2013-06-22 11:30:00,293566,0,0.072,0,0,0,0
10006414,2013-06-22 12:00:00,293569,0,0.047,0,0,0,0
10006414,2013-06-22 12:30:00,293572,0,0.047,0,0,0,0
10006414,2013-06-22 13:00:00,293575,0,0.042,0,0,0,0
10006414,2013-06-22 13:30:00,293578,0,0.047,0,0,0,0
10006414,2013-06-22 14:00:00,293581,0,0.051,0,0,0,0
10006414,2013-06-22 14:30:00,293584,0,0.051,0,0,0,0
10006414,2013-06-22 15:00:00,293587,0,0.038,0,0,0,0
10006414,2013-06-22 15:30:00,293590,0,0.097,0,0,0,0
10006414,2013-06-22 16:00:00,293593,0,0.07,0,0,0,0
10006414,2013-06-22 16:30:00,293596,0,0.043,0,0,0,0
10006414,2013-06-22 17:00:00,293599,0,0.225,0,0,0,0
10006414,2013-06-22 17:30:00,293602,0,0.229,0,0,0,0
10006414,2013-06-22 18:00:00,293605,0,0.182,0,0,0,0
10006414,2013-06-22 18:30:00,293950,0,0.764,0,0,0,0
10006414,2013-06-22 19:00:00,293953,0,1.216,0,0,0,0
10006414,2013-06-22 19:30:00,293956,0,0.68,0,0,0,0
10006414,2013-06-22 20:00:00,293959,0,0.332,0,0,0,0
10006414,2013-06-22 20:30:00,293962,0,1.141,0,0,0,0
10006414,2013-06-22 21:00:00,293965,0,1.366,0,0,0,0
10006414,2013-06-22 21:30:00,293968,0,0.921,0,0,0,0
10006414,2013-06-22 22:00:00,293971,0,1.46,0,0,0,0
10006414,2013-06-22 22:30:00,293974,0,1.196,0,0,0,0
10006414,2013-06-22 23:00:00,293977,0,0.64,0,0,0,0
10006414,2013-06-22 23:30:00,293980,0,0.637,0,0,0,0
10006414,2013-06-23 00:00:00,293983,0,0.644,0,0,0,0
10006414,2013-06-23 00:30:00,293986,0,0.647,0,0,0,0
10006414,2013-06-23 01:00:00,293989,0,0.646,0,0,0,0
10006414,2013-06-23 01:30:00,293992,0,0.645,0,0,0,0
10006414,2013-06-23 02:00:00,293995,0,0.644,0,0,0,0
10006414,2013-06-23 02:30:00,293998,0,0.769,0,0,0,0
10006414,2013-06-23 03:00:00,294001,0,0.713,0,0,0,0
10006414,2013-06-23 03:30:00,294004,0,0.714,0,0,0,0
10006414,2013-06-23 04:00:00,294007,0,0.691,0,0,0,0
10006414,2013-06-23 04:30:00,294010,0,0.651,0,0,0,0
10006414,2013-06-23 05:00:00,294013,0,0.639,0,0,0,0
10006414,2013-06-23 05:30:00,294016,0,0.638,0,0,0,0
10006414,2013-06-23 06:00:00,294019,0,0.644,0,0,0,0
10006414,2013-06-23 06:30:00,294022,0,0.634,0,0,0,0
10006414,2013-06-23 07:00:00,294025,0,0.67,0,0,0,0
10006414,2013-06-23 07:30:00,294028,0,0.676,0,0,0,0
10006414,2013-06-23 08:00:00,294031,0,0.422,0,0,0,0
10006414,2013-06-23 08:30:00,294034,0,0.33,0,0,0,0
10006414,2013-06-23 09:00:00,294037,0,0.242,0,0,0,0
10006414,2013-06-23 09:30:00,294040,0,0.15,0,0,0,0
10006414,2013-06-23 10:00:00,294043,0,0.38,0,0,0,0
10006414,2013-06-23 10:30:00,294046,0,0.086,0,0,0,0
10006414,2013-06-23 11:00:00,294049,0,0.047,0,0,0,0
10006414,2013-06-23 11:30:00,294052,0,0.04,0,0,0,0
10006414,2013-06-23 12:00:00,294055,0,0.042,0,0,0,0
10006414,2013-06-23 12:30:00,294058,0,0.039,0,0,0,0
10006414,2013-06-23 13:00:00,294061,0,0.035,0,0,0,0
10006414,2013-06-23 13:30:00,294064,0,0.041,0,0,0,0
10006414,2013-06-23 14:00:00,294067,0,0.045,0,0,0,0
10006414,2013-06-23 14:30:00,294070,0,0.043,0,0,0,0
10006414,2013-06-23 15:00:00,294073,0,0.178,0,0,0,0
10006414,2013-06-23 15:30:00,294076,0,0.126,0,0,0,0
10006414,2013-06-23 16:00:00,294079,0,0.755,0,0,0,0
10006414,2013-06-23 16:30:00,294082,0,0.869,0,0,0,0
10006414,2013-06-23 17:00:00,294085,0,0.828,0,0,0,0
10006414,2013-06-23 17:30:00,294088,0,0.589,0,0,0,0
10006414,2013-06-23 18:00:00,294091,0,0.598,0,0,0,0
10006414,2013-06-23 18:30:00,294094,0,1.022,0,0,0,0
10006414,2013-06-23 19:00:00,294097,0,1.302,0,0,0,0
10006414,2013-06-23 19:30:00,294100,0,1.568,0,0,0,0
10006414,2013-06-23 20:00:00,294103,0,1.39,0,0,0,0
10006414,2013-06-23 20:30:00,294106,0,0.946,0,0,0,0
10006414,2013-06-23 21:00:00,294109,0,0.743,0,0,0,0
10006414,2013-06-23 21:30:00,294112,0,0.987,0,0,0,0
10006414,2013-06-23 22:00:00,294115,0,0.805,0,0,0,0
10006414,2013-06-23 22:30:00,294118,0,0.653,0,0,0,0
10006414,2013-06-23 23:00:00,294463,0,0.659,0,0,0,0
10006414,2013-06-23 23:30:00,294466,0,0.679,0,0,0,0
10006414,2013-06-24 00:00:00,294469,0,0.583,0,0,0,0
10006414,2013-06-24 00:30:00,294472,0,0.65,0,0,0,0
10006414,2013-06-24 01:00:00,294475,0,0.548,0,0,0,0
10006414,2013-06-24 01:30:00,294478,0,0.352,0,0,0,0
10006414,2013-06-24 02:00:00,294481,0,0.452,0,0,0,0
10006414,2013-06-24 02:30:00,294484,0,0.301,0,0,0,0
10006414,2013-06-24 03:00:00,294487,0,0.243,0,0,0,0
10006414,2013-06-24 03:30:00,294490,0,0.281,0,0,0,0
10006414,2013-06-24 04:00:00,294493,0,0.318,0,0,0,0
10006414,2013-06-24 04:30:00,294496,0,0.194,0,0,0,0
10006414,2013-06-24 05:00:00,294499,0,0.326,0,0,0,0
10006414,2013-06-24 05:30:00,294502,0,0.263,0,0,0,0
10006414,2013-06-24 06:00:00,294505,0,0.256,0,0,0,0
10006414,2013-06-24 06:30:00,294508,0,0.334,0,0,0,0
10006414,2013-06-24 07:00:00,294511,0,0.262,0,0,0,0
10006414,2013-06-24 07:30:00,294514,0,0.51,0,0,0,0
10006414,2013-06-24 08:00:00,294517,0,0.38,0,0,0,0
10006414,2013-06-24 08:30:00,294520,0,0.277,0,0,0,0
10006414,2013-06-24 09:00:00,294523,0,0.127,0,0,0,0
10006414,2013-06-24 09:30:00,294526,0,0.089,0,0,0,0
10006414,2013-06-24 10:00:00,294529,0,0.047,0,0,0,0
10006414,2013-06-24 10:30:00,294532,0,0.045,0,0,0,0
10006414,2013-06-24 11:00:00,294535,0,0.046,0,0,0,0
10006414,2013-06-24 11:30:00,294538,0,0.047,0,0,0,0
